time,latitude,longitude,mag
2003-03-01T17:20:15.220Z,40.4008333,-124.5941667,3.01
2003-03-01T04:17:25.410Z,32.9008333,-115.5146667,2.75
2003-02-28T23:22:04.950Z,43.9083333,-120.9353333,3.1
2003-02-28T22:43:39.320Z,34.3006667,-116.8548333,2.74
2003-02-28T20:53:02.740Z,34.3138333,-116.8448333,2.5
2003-02-28T11:56:52.870Z,34.3176667,-116.8513333,2.6
2003-02-28T07:02:36.500Z,32.932,-80.159,2.6
2003-02-28T03:58:36.060Z,44.985,-115.652,2.9
2003-02-28T03:10:31.190Z,37.756,-121.9528333,2.52
2003-02-28T02:21:24.660Z,40.402,-124.421,3.34
2003-02-27T13:36:07.620Z,32.1856667,-115.7865,3.02
2003-02-27T10:02:10.060Z,47.7028333,-120.0576667,2.6
2003-02-27T05:48:54.640Z,34.3071667,-116.8488333,2.57
2003-02-27T05:47:51.250Z,34.3076667,-116.8488333,2.57
2003-02-27T05:00:21.700Z,34.3043333,-116.843,4.04
2003-02-26T22:07:12.773Z,39.4277,-118.0686,2.5
2003-02-26T16:11:27.190Z,36.545,-121.1358333,2.67
2003-02-26T03:05:13.470Z,34.3088333,-116.8466667,2.64
2003-02-26T01:45:28.650Z,34.331,-116.8568333,3.63
2003-02-25T08:39:27.190Z,40.621,-124.4221667,2.61
2003-02-25T04:55:30.400Z,34.3048333,-116.8456667,2.78
2003-02-25T04:12:51.940Z,34.3151667,-116.8443333,2.86
2003-02-25T04:03:04.800Z,34.3155,-116.8445,4.61
2003-02-25T02:26:18.900Z,34.3143333,-116.8506667,3.03
2003-02-24T23:06:44.600Z,33.4453333,-116.4365,3.22
2003-02-24T22:22:08.670Z,46.7406667,-122.781,3.3
2003-02-24T12:15:39.480Z,34.3126667,-116.8531667,2.74
2003-02-24T08:27:00.720Z,34.317,-116.8501667,2.92
2003-02-24T04:03:59.960Z,34.3121667,-116.8523333,3.27
2003-02-24T02:42:08.360Z,34.307,-116.8325,3.02
2003-02-23T21:42:07.770Z,35.3323333,-118.661,2.96
2003-02-23T20:28:13.590Z,34.317,-116.8418333,3.3
2003-02-23T15:54:27.860Z,34.3063333,-116.8481667,2.64
2003-02-23T15:52:51.300Z,34.3048333,-116.8466667,3.44
2003-02-23T09:24:23.410Z,34.3126667,-116.8503333,3.54
2003-02-23T07:54:00.140Z,46.0621667,-118.786,2.6
2003-02-23T06:07:21.000Z,40.2963333,-124.338,2.75
2003-02-23T03:14:06.630Z,38.7716667,-122.7268333,2.55
2003-02-22T22:29:38.220Z,34.3246667,-116.8575,2.52
2003-02-22T20:40:12.500Z,34.3073333,-116.846,2.99
2003-02-22T19:33:45.800Z,34.3096667,-116.8503333,4.5
2003-02-22T17:58:37.480Z,34.3078333,-116.8458333,2.53
2003-02-22T17:50:13.320Z,34.3198333,-116.8506667,3.11
2003-02-22T16:56:56.640Z,34.3096667,-116.8481667,2.6
2003-02-22T16:12:16.980Z,34.3135,-116.8491667,3.87
2003-02-22T15:49:32.550Z,34.3078333,-116.8463333,2.7
2003-02-22T15:00:05.180Z,34.3153333,-116.8463333,2.56
2003-02-22T14:36:10.900Z,34.3078333,-116.8496667,2.79
2003-02-22T14:19:04.620Z,34.3086667,-116.8438333,2.98
2003-02-22T14:16:08.420Z,34.3241667,-116.858,4.1
2003-02-22T13:59:13.230Z,34.3171667,-116.8503333,2.5
2003-02-22T13:30:58.200Z,34.3155,-116.8556667,2.79
2003-02-22T13:27:40.590Z,34.3145,-116.8546667,2.87
2003-02-22T13:24:11.220Z,34.3043333,-116.8458333,2.51
2003-02-22T13:17:17.780Z,34.3186667,-116.8551667,2.67
2003-02-22T13:02:25.620Z,34.3078333,-116.8461667,2.8
2003-02-22T12:58:19.090Z,34.312,-116.8466667,2.61
2003-02-22T12:56:04.890Z,34.307,-116.8441667,2.61
2003-02-22T12:53:52.680Z,34.3063333,-116.8405,3.47
2003-02-22T12:52:45.490Z,34.3098333,-116.8453333,2.56
2003-02-22T12:51:01.850Z,34.3076667,-116.8458333,2.78
2003-02-22T12:48:43.930Z,34.3165,-116.856,3.08
2003-02-22T12:47:21.360Z,34.3175,-116.8493333,2.75
2003-02-22T12:45:04.110Z,34.3083333,-116.8421667,2.57
2003-02-22T12:44:37.320Z,34.3101667,-116.8508333,2.78
2003-02-22T12:33:37.870Z,34.313,-116.8505,3.15
2003-02-22T12:32:07.180Z,34.3101667,-116.8473333,2.74
2003-02-22T12:32:02.320Z,34.3176667,-116.8546667,2.5
2003-02-22T12:31:22.660Z,34.3158333,-116.8513333,2.84
2003-02-22T12:28:36.500Z,34.3098333,-116.8483333,3.39
2003-02-22T12:25:13.640Z,34.326,-116.8571667,4.01
2003-02-22T12:25:00.320Z,34.312,-116.8501667,3.15
2003-02-22T12:23:10.610Z,34.3403333,-116.8525,3.09
2003-02-22T12:22:39.750Z,34.3101667,-116.8475,3.72
2003-02-22T12:21:33.130Z,34.3108333,-116.8506667,4.34
2003-02-22T12:20:15.640Z,34.311,-116.8473333,4
2003-02-22T12:19:10.920Z,34.312,-116.8448333,4.99
2003-02-22T10:32:49.657Z,40.8398,-115.0272,3.1
2003-02-22T02:49:14.780Z,32.6143333,-118.0111667,2.64
2003-02-22T01:29:20.670Z,36.0491667,-117.7146667,2.63
2003-02-21T19:47:44.840Z,34.8936667,-119.3581667,2.71
2003-02-21T11:39:49.170Z,34.0168333,-116.7583333,2.6
2003-02-20T22:26:01.600Z,46.744,-122.7903333,3.1
2003-02-20T16:43:10.870Z,41.0856667,-123.3696667,2.63
2003-02-20T14:50:31.650Z,38.2261667,-112.6216667,2.63
2003-02-20T02:23:09.670Z,32.2171667,-115.7931667,2.5
2003-02-20T02:03:03.340Z,34.8501667,-116.4128333,2.61
2003-02-19T21:29:43.150Z,46.7385,-122.7755,3.1
2003-02-19T21:00:57.890Z,34.895,-119.3571667,3.13
2003-02-19T17:10:24.460Z,34.8928333,-119.3616667,3.38
2003-02-19T09:40:27.660Z,33.379,-116.4371667,2.81
2003-02-19T03:09:49.050Z,32.5043333,-115.752,2.93
2003-02-18T23:29:57.645Z,37.6955,-118.0698,2.6
2003-02-18T22:33:02.030Z,46.7408333,-122.7766667,3.2
2003-02-17T22:56:49.420Z,38.825,-122.7958333,3.02
2003-02-17T05:35:49.410Z,40.4663333,-124.7413333,2.72
2003-02-17T04:43:14.170Z,37.6135,-122.4745,2.89
2003-02-17T01:56:46.935Z,37.6998,-118.0841,2.6
2003-02-15T16:46:08.860Z,40.3358333,-124.295,2.99
2003-02-14T23:48:22.393Z,41.3358,-118.7086,3.4
2003-02-14T21:14:12.430Z,46.7035,-122.7973333,3.3
2003-02-14T04:07:26.410Z,34.0061667,-116.5818333,2.51
2003-02-14T03:01:45.730Z,38.7466667,-122.7105,2.52
2003-02-14T01:22:43.020Z,37.4791667,-121.5558333,2.53
2003-02-14T00:45:59.890Z,40.237,-100.022,2.9
2003-02-13T22:48:02.660Z,46.7021667,-122.7673333,3.2
2003-02-13T07:19:02.710Z,39.4841667,-120.3028333,2.65
2003-02-12T21:45:08.830Z,46.701,-122.7686667,3.1
2003-02-12T18:59:27.420Z,43.788,-105.337,3.5
2003-02-12T13:01:35.390Z,38.6961667,-112.2536667,2.7
2003-02-11T23:09:05.560Z,46.7058333,-122.762,3.2
2003-02-11T12:51:59.420Z,32.2473333,-115.7888333,2.98
2003-02-11T09:00:42.460Z,38.6985,-112.2621667,3.26
2003-02-11T08:59:04.560Z,38.6905,-112.2621667,2.93
2003-02-10T22:36:31.940Z,46.6985,-122.7703333,3.2
2003-02-10T18:10:24.650Z,36.5928333,-121.1931667,3.31
2003-02-10T05:21:47.570Z,40.295,-124.3518333,2.89
2003-02-09T21:40:13.850Z,36.9731667,-121.612,3.08
2003-02-09T21:22:56.770Z,36.9725,-121.612,2.98
2003-02-09T21:12:42.790Z,36.9718333,-121.6103333,3.36
2003-02-09T16:18:03.000Z,46.51,-75.2,3.3
2003-02-09T08:08:58.250Z,40.5508333,-121.626,2.97
2003-02-09T07:05:11.930Z,35.3285,-118.6691667,3.17
2003-02-09T05:08:59.790Z,44.6338333,-110.6528333,3.19
2003-02-09T02:28:32.850Z,32.0956667,-116.4281667,2.88
2003-02-09T00:19:42.040Z,35.318,-118.6625,2.65
2003-02-09T00:09:39.480Z,35.3275,-118.6661667,2.96
2003-02-08T18:39:10.290Z,47.5195,-121.898,2.8
2003-02-08T18:01:22.300Z,32.0331667,-115.9651667,2.92
2003-02-08T13:44:59.530Z,48.9665,-119.6065,2.8
2003-02-08T00:35:52.730Z,31.518,-115.7456667,2.88
2003-02-07T22:57:46.680Z,38.7846667,-122.757,2.69
2003-02-07T22:09:36.830Z,46.7001667,-122.7631667,3.3
2003-02-07T11:44:01.340Z,31.5986667,-115.534,3.09
2003-02-07T10:34:04.830Z,31.6281667,-115.5106667,4.99
2003-02-06T21:29:54.750Z,46.698,-122.7691667,2.7
2003-02-06T16:02:19.260Z,33.8066667,-117.6253333,2.62
2003-02-06T12:49:17.930Z,40.5921667,-123.9716667,2.59
2003-02-06T10:39:54.330Z,32.6935,-115.9863333,2.79
2003-02-06T08:41:59.867Z,39.1508,-118.0833,2.6
2003-02-05T22:44:58.420Z,46.7006667,-122.7626667,3.2
2003-02-05T22:25:02.990Z,44.326,-113.264,3.5
2003-02-05T18:50:16.643Z,37.3597,-117.1009,2.7
2003-02-05T15:01:55.840Z,36.556,-121.1483333,2.85
2003-02-05T11:54:10.650Z,27.313,-111.291,3.7
2003-02-05T09:11:55.890Z,33.5131667,-116.566,2.65
2003-02-05T08:42:36.030Z,38.7916667,-122.728,2.95
2003-02-05T08:30:01.140Z,37.8666667,-122.2406667,2.6
2003-02-04T21:57:12.210Z,46.698,-122.7703333,2.8
2003-02-04T19:37:28.220Z,46.7036667,-122.764,2.7
2003-02-03T21:58:12.990Z,46.7041667,-122.7725,3.1
2003-02-03T20:22:24.010Z,38.7665,-122.7133333,2.54
2003-02-03T08:42:16.780Z,34.0515,-117.251,2.97
2003-02-03T04:34:36.330Z,32.1931667,-115.801,2.56
2003-02-03T03:42:41.260Z,33.18,-115.6,2.59
2003-02-02T19:02:43.320Z,37.7528333,-121.9476667,3.49
2003-02-02T18:51:02.050Z,37.7495,-121.9461667,2.71
2003-02-02T18:47:38.820Z,37.7481667,-121.9423333,4
2003-02-02T18:22:58.350Z,37.7425,-121.9373333,4
2003-02-02T16:50:48.060Z,37.738,-121.944,2.72
2003-02-02T16:45:18.500Z,37.7383333,-121.941,3.01
2003-02-02T16:22:52.390Z,37.747,-121.9401667,3.8
2003-02-02T16:19:09.660Z,37.7453333,-121.9403333,3.15
2003-02-02T07:14:31.120Z,41.8331667,-112.2128333,2.59
2003-02-01T23:20:18.790Z,35.313,-118.6601667,2.89
2003-02-01T20:37:31.470Z,41.8323333,-112.2105,3.15
2003-02-01T20:05:06.280Z,36.5478333,-121.1366667,2.69
2003-02-01T18:44:11.530Z,43.076,-106.179,3.7
2003-02-01T17:26:52.430Z,33.7451667,-116.0208333,3.25
2003-02-01T10:01:26.380Z,32.1021667,-117.5061667,3.32
2003-02-01T07:45:50.380Z,38.9013333,-122.992,3.47
2003-01-31T23:05:21.810Z,46.7026667,-122.767,2.8
2003-01-31T22:47:28.180Z,47.7438333,-121.8381667,2.5
2003-01-31T22:23:48.800Z,35.3333333,-118.6803333,2.55
2003-01-31T19:01:24.860Z,43.73,-105.322,3.1
2003-01-31T16:35:24.750Z,44.5223333,-111.0073333,2.69
2003-01-30T22:12:30.750Z,46.7395,-122.769,2.8
2003-01-30T21:21:57.890Z,34.7991667,-121.0758333,3.27
2003-01-30T19:32:32.930Z,37.0916667,-122.0355,2.92
2003-01-30T19:28:12.210Z,35.3043333,-118.6405,2.76
2003-01-29T22:19:08.860Z,46.699,-122.7608333,2.6
2003-01-29T19:00:34.590Z,43.689,-105.269,3.2
2003-01-29T18:41:24.814Z,37.3739,-117.0983,2.6
2003-01-29T05:35:10.100Z,35.3231667,-118.6933333,2.86
2003-01-29T05:17:18.270Z,35.3351667,-118.6763333,2.57
2003-01-29T04:48:53.490Z,35.307,-118.6371667,2.59
2003-01-29T02:21:20.810Z,35.3311667,-118.6695,2.99
2003-01-29T02:20:15.350Z,35.3206667,-118.6766667,2.5
2003-01-29T02:19:48.180Z,35.3278333,-118.6681667,2.89
2003-01-28T23:04:34.840Z,32.2996667,-115.3133333,2.57
2003-01-28T23:02:22.710Z,46.7001667,-122.7665,3.1
2003-01-28T19:05:47.150Z,43.797,-105.375,3.3
2003-01-27T21:48:54.220Z,34.8815,-120.4265,2.65
2003-01-27T19:17:58.920Z,43.72,-105.26,3.3
2003-01-27T19:15:33.330Z,32.0036667,-116.2801667,2.53
2003-01-27T19:05:16.350Z,43.788,-105.313,3.2
2003-01-26T16:01:05.700Z,33.8723333,-119.4195,2.64
2003-01-26T07:36:21.350Z,35.3098333,-118.6436667,2.55
2003-01-26T06:29:11.030Z,35.3123333,-118.6506667,2.85
2003-01-26T05:32:57.930Z,35.3168333,-118.6543333,2.75
2003-01-26T05:30:22.570Z,35.3151667,-118.651,3.05
2003-01-26T04:59:43.260Z,40.1335,-121.0703333,2.78
2003-01-26T02:50:04.030Z,33.2561667,-116.1111667,2.56
2003-01-25T20:38:14.420Z,31.8881667,-115.4091667,2.96
2003-01-25T09:16:10.220Z,35.3175,-118.6538333,4.54
2003-01-25T09:11:02.890Z,35.3248333,-118.661,3.88
2003-01-25T08:10:58.650Z,35.3341667,-118.6685,2.65
2003-01-25T08:01:48.100Z,35.3305,-118.6628333,2.73
2003-01-25T02:45:49.364Z,39.9773,-117.8761,3.3
2003-01-25T02:43:00.213Z,39.9752,-117.8698,3.1
2003-01-24T16:47:56.340Z,37.1463333,-119.7978333,2.63
2003-01-24T15:11:11.620Z,29.752,-113.4,4
2003-01-24T00:23:29.810Z,46.2616667,-119.385,2.7
2003-01-23T21:27:21.040Z,27.877,-111.83,3.9
2003-01-23T20:35:12.620Z,37.5111667,-118.8333333,3.21
2003-01-23T19:20:58.800Z,31.5786667,-115.7855,3.24
2003-01-22T20:28:22.550Z,33.8953333,-118.5508333,3.03
2003-01-22T08:36:01.960Z,27.198,-112.038,3.4
2003-01-22T02:29:41.150Z,34.004,-116.7625,2.58
2003-01-22T01:31:08.000Z,45.01,-111.88,2.9
2003-01-21T22:46:10.200Z,46.7445,-122.783,3.2
2003-01-21T18:40:06.980Z,39.4371667,-123.2908333,2.6
2003-01-21T17:07:21.680Z,36.1813333,-118.022,2.5
2003-01-21T14:12:20.130Z,36.2596667,-120.8206667,2.52
2003-01-20T22:48:12.200Z,46.7423333,-122.7825,2.9
2003-01-20T21:59:40.950Z,46.7011667,-122.763,3.1
2003-01-20T14:57:02.720Z,32.766,-115.5493333,3.44
2003-01-20T09:10:16.750Z,36.9638333,-121.5941667,3.05
2003-01-20T02:38:05.000Z,48.53,-112.34,3.5
2003-01-19T22:59:46.580Z,32.2013333,-115.799,3.12
2003-01-19T16:46:27.460Z,26.654,-111.448,4.2
2003-01-19T04:06:11.410Z,38.813,-122.7918333,3.3
2003-01-19T00:28:12.140Z,40.311,-107.709,3.3
2003-01-18T22:11:12.250Z,46.7386667,-122.7755,3.1
2003-01-18T10:43:37.630Z,34.3,-118.5778333,3.1
2003-01-18T00:23:40.020Z,40.2463333,-124.1798333,2.76
2003-01-17T19:30:33.020Z,45.6801667,-120.1775,2.9
2003-01-17T16:42:43.050Z,40.7596667,-124.2936667,2.54
2003-01-17T15:09:01.860Z,38.7776667,-122.7353333,2.52
2003-01-17T12:38:07.220Z,38.8338333,-122.7656667,3.04
2003-01-17T10:09:04.120Z,35.3143333,-118.6601667,2.7
2003-01-17T10:05:34.020Z,35.3146667,-118.6553333,2.84
2003-01-16T12:56:50.530Z,35.3213333,-118.6426667,2.71
2003-01-16T10:07:31.700Z,42.658,-111.024,3.4
2003-01-16T03:47:52.740Z,36.5858333,-121.1791667,2.93
2003-01-16T00:05:42.910Z,46.7015,-122.7651667,3.2
2003-01-15T23:13:09.880Z,36.5731667,-121.0348333,2.62
2003-01-15T09:46:53.240Z,36.0948333,-117.9968333,3.25
2003-01-15T05:18:08.640Z,32.1435,-115.3706667,2.5
2003-01-15T05:10:49.900Z,35.5263333,-120.8218333,2.53
2003-01-15T03:41:58.400Z,46.6178333,-120.5251667,3.2
2003-01-14T20:52:50.900Z,47.5911667,-121.906,2.5
2003-01-14T15:57:33.480Z,40.7278333,-124.5273333,2.84
2003-01-14T15:51:33.740Z,40.7291667,-124.5223333,3.49
2003-01-14T12:48:19.910Z,36.7046667,-121.3358333,2.77
2003-01-14T00:06:06.420Z,48.4755,-123.1225,2.7
2003-01-13T22:53:15.730Z,46.7006667,-122.7605,3.1
2003-01-13T14:47:25.180Z,36.9791667,-121.625,3.04
2003-01-13T14:28:27.550Z,32.4041667,-115.2596667,3.75
2003-01-13T09:58:00.990Z,47.7765,-120.1256667,2.6
2003-01-13T08:55:12.911Z,39.0796,-115.9368,2.6
2003-01-13T07:48:51.050Z,40.646,-122.4193333,3.33
2003-01-13T06:36:42.540Z,39.453,-122.0396667,2.78
2003-01-13T02:08:22.360Z,40.6136667,-123.0765,2.56
2003-01-12T13:22:59.570Z,32.3148333,-115.325,2.78
2003-01-12T11:05:05.470Z,35.323,-118.6685,2.99
2003-01-11T22:59:23.760Z,46.6945,-122.7748333,2.8
2003-01-11T21:42:37.420Z,35.3261667,-118.6701667,2.77
2003-01-11T21:35:54.760Z,35.3278333,-118.6735,2.6
2003-01-11T20:50:23.000Z,49.04,-112.67,3.2
2003-01-11T08:56:58.660Z,35.3133333,-118.6608333,2.77
2003-01-11T07:54:32.930Z,34.008,-118.368,2.75
2003-01-11T02:58:12.260Z,34.0061667,-118.3656667,2.61
2003-01-10T22:54:40.590Z,46.7416667,-122.7805,3
2003-01-10T18:47:49.240Z,36.5935,-121.2001667,2.73
2003-01-10T12:47:08.590Z,27.248,-111.456,4.1
